Rk,Team,Date,ORtg,DRtg,3PA,TOV,ORB,DRB,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,ORB,DRB,TRB,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA
8478,Boise State,2/7/2026,136,134.5,35,10,9,21,@,New Mexico,W 91-90,200,25,54,0.463,10,19,0.526,15,35,0.429,26,27,0.963,91,32,62,0.516,21,38,0.553,11,24,0.458,15,21,0.714,90,9,21,30,10,20,30,15,3,4,10,18,19,5,1,4,19,136,134.5,0.5,0.648,0.681,0.602,0.481,134.5,136,0.339,0.387,0.625,0.605,0.242
8479,Boston College,2/7/2026,97.4,106,28,7,7,23,,Miami (FL),L 68-74,200,26,65,0.4,17,37,0.459,9,28,0.321,7,10,0.7,68,28,54,0.519,23,39,0.59,5,15,0.333,13,25,0.52,74,7,23,30,9,32,41,11,7,3,7,17,13,6,3,13,11,97.4,106,0.154,0.431,0.487,0.469,0.108,106,97.4,0.463,0.278,0.562,0.565,0.241
8480,Boston University,2/7/2026,112,99.1,30,18,11,29,,Loyola (MD),W 78-69,200,26,53,0.491,14,23,0.609,12,30,0.4,14,18,0.778,78,27,61,0.443,19,26,0.731,8,35,0.229,7,12,0.583,69,11,29,40,4,17,21,17,4,1,18,8,8,11,3,8,17,112,99.1,0.34,0.566,0.634,0.604,0.264,99.1,112,0.197,0.574,0.517,0.508,0.115
8481,Bowling Green,2/7/2026,73.3,123.5,24,12,7,20,@,Arkansas State,L 54-91,200,18,59,0.305,16,35,0.457,2,24,0.083,16,22,0.727,54,33,64,0.516,20,33,0.606,13,31,0.419,12,21,0.571,91,7,20,27,14,30,44,8,10,2,12,16,25,11,3,13,18,73.3,123.5,0.373,0.407,0.389,0.322,0.271,123.5,73.3,0.328,0.484,0.615,0.617,0.188
8482,Brigham Young,2/7/2026,106.9,124.8,22,6,11,21,,Houston,L 66-77,200,21,53,0.396,13,31,0.419,8,22,0.364,16,28,0.571,66,29,61,0.475,22,41,0.537,7,20,0.35,12,15,0.8,77,11,21,32,10,23,33,11,3,5,6,18,15,4,3,4,22,106.9,124.8,0.528,0.415,0.498,0.472,0.302,124.8,106.9,0.246,0.328,0.565,0.533,0.197
8483,Bryant,2/7/2026,105.3,96.7,17,15,8,27,,Maine,W 73-67,200,23,50,0.46,17,33,0.515,6,17,0.353,21,26,0.808,73,21,46,0.457,14,24,0.583,7,22,0.318,18,30,0.6,67,8,27,35,2,19,21,14,4,1,15,20,14,9,1,11,21,105.3,96.7,0.52,0.34,0.585,0.52,0.42,96.7,105.3,0.652,0.478,0.556,0.533,0.391
8484,Bucknell,2/7/2026,79.3,104.8,25,13,5,26,,Colgate,L 59-78,200,18,55,0.327,15,30,0.5,3,25,0.12,20,27,0.741,59,28,63,0.444,20,39,0.513,8,24,0.333,14,21,0.667,78,5,26,31,9,28,37,11,6,3,13,17,15,10,5,9,22,79.3,104.8,0.491,0.455,0.435,0.355,0.364,104.8,79.3,0.333,0.381,0.534,0.508,0.222
8485,Buffalo,2/7/2026,97,113.9,46,14,8,23,@,South Alabama,L 69-81,200,24,63,0.381,7,17,0.412,17,46,0.37,4,6,0.667,69,28,53,0.528,18,32,0.563,10,21,0.476,15,24,0.625,81,8,23,31,4,24,28,17,8,3,14,16,14,9,1,10,9,97,113.9,0.095,0.73,0.524,0.516,0.063,113.9,97,0.453,0.396,0.629,0.623,0.283
8486,Butler,2/7/2026,81,103,21,15,15,26,@,Marquette,L 55-70,200,20,61,0.328,14,40,0.35,6,21,0.286,9,15,0.6,55,25,54,0.463,11,23,0.478,14,31,0.452,6,10,0.6,70,15,26,41,3,25,28,11,9,2,15,14,16,12,2,12,19,81,103,0.246,0.344,0.404,0.377,0.148,103,81,0.185,0.574,0.596,0.593,0.111
8487,Cal Poly,2/7/2026,81.3,93.9,32,19,11,24,@,UC Davis,L 58-67,200,18,57,0.316,10,25,0.4,8,32,0.25,14,14,1,58,22,61,0.361,14,32,0.438,8,29,0.276,15,17,0.882,67,11,24,35,13,22,35,8,7,4,19,16,11,9,1,15,15,81.3,93.9,0.246,0.561,0.456,0.386,0.246,93.9,81.3,0.279,0.475,0.485,0.426,0.246
8488,Cal State Bakersfield,2/7/2026,85.5,106.3,22,16,13,26,@,Cal State Fullerton,L 66-82,200,24,61,0.393,19,39,0.487,5,22,0.227,13,24,0.542,66,27,64,0.422,16,33,0.485,11,31,0.355,17,23,0.739,82,13,26,39,7,24,31,15,8,8,16,22,20,7,6,11,22,85.5,106.3,0.393,0.361,0.456,0.434,0.213,106.3,85.5,0.359,0.484,0.547,0.508,0.266
8489,Cal State Fullerton,2/7/2026,106.3,85.5,31,11,7,24,,Cal State Bakersfield,W 82-66,200,27,64,0.422,16,33,0.485,11,31,0.355,17,23,0.739,82,24,61,0.393,19,39,0.487,5,22,0.227,13,24,0.542,66,7,24,31,13,26,39,20,7,6,11,22,15,8,8,16,22,106.3,85.5,0.359,0.484,0.547,0.508,0.266,85.5,106.3,0.393,0.361,0.456,0.434,0.213
8490,Cal State Northridge,2/7/2026,116.8,98.3,13,11,5,25,,UC Riverside,W 88-74,200,35,60,0.583,27,47,0.574,8,13,0.615,10,22,0.455,88,26,69,0.377,16,31,0.516,10,38,0.263,12,13,0.923,74,5,25,30,14,22,36,23,6,6,11,13,11,7,4,13,21,116.8,98.3,0.367,0.217,0.625,0.65,0.167,98.3,116.8,0.188,0.551,0.492,0.449,0.174
8491,California,2/7/2026,87.2,122.1,13,12,3,21,,Clemson,L 55-77,200,19,48,0.396,15,35,0.429,4,13,0.308,13,15,0.867,55,27,49,0.551,15,23,0.652,12,26,0.462,11,19,0.579,77,3,21,24,4,25,29,7,5,0,12,16,16,7,5,8,15,87.2,122.1,0.313,0.271,0.499,0.438,0.271,122.1,87.2,0.388,0.531,0.664,0.673,0.224
8492,California Baptist,2/7/2026,93.9,91,14,11,11,24,,Abilene Christian,W 65-63,200,17,50,0.34,10,36,0.278,7,14,0.5,24,34,0.706,65,21,59,0.356,18,40,0.45,3,19,0.158,18,26,0.692,63,11,24,35,11,28,39,8,3,5,11,23,7,5,0,12,28,93.9,91,0.68,0.28,0.491,0.41,0.48,91,93.9,0.441,0.322,0.441,0.381,0.305
8493,UC Davis,2/7/2026,93.9,81.3,29,15,13,22,,Cal Poly,W 67-58,200,22,61,0.361,14,32,0.438,8,29,0.276,15,17,0.882,67,18,57,0.316,10,25,0.4,8,32,0.25,14,14,1,58,13,22,35,11,24,35,11,9,1,15,15,8,7,4,19,16,93.9,81.3,0.279,0.475,0.485,0.426,0.246,81.3,93.9,0.246,0.561,0.456,0.386,0.246
8494,UC Irvine,2/7/2026,111.2,118.3,14,10,6,19,@,UC Santa Barbara,L 79-84,200,31,62,0.5,26,48,0.542,5,14,0.357,12,13,0.923,79,29,57,0.509,22,34,0.647,7,23,0.304,19,25,0.76,84,6,19,25,12,24,36,14,7,2,10,20,11,7,2,13,11,111.2,118.3,0.21,0.226,0.579,0.54,0.194,118.3,111.2,0.439,0.404,0.61,0.57,0.333
8495,UC Riverside,2/7/2026,98.3,116.8,38,13,14,22,@,Cal State Northridge,L 74-88,200,26,69,0.377,16,31,0.516,10,38,0.263,12,13,0.923,74,35,60,0.583,27,47,0.574,8,13,0.615,10,22,0.455,88,14,22,36,5,25,30,11,7,4,13,21,23,6,6,11,13,98.3,116.8,0.188,0.551,0.492,0.449,0.174,116.8,98.3,0.367,0.217,0.625,0.65,0.167
8496,UC Santa Barbara,2/7/2026,118.3,111.2,23,13,12,24,,UC Irvine,W 84-79,200,29,57,0.509,22,34,0.647,7,23,0.304,19,25,0.76,84,31,62,0.5,26,48,0.542,5,14,0.357,12,13,0.923,79,12,24,36,6,19,25,11,7,2,13,11,14,7,2,10,20,118.3,111.2,0.439,0.404,0.61,0.57,0.333,111.2,118.3,0.21,0.226,0.579,0.54,0.194
8497,Campbell,2/7/2026,111,99.8,18,12,7,27,@,North Carolina A&T,W 79-71,200,26,55,0.473,18,37,0.486,8,18,0.444,19,26,0.731,79,28,61,0.459,25,51,0.49,3,10,0.3,12,21,0.571,71,7,27,34,10,21,31,13,4,2,12,16,14,10,2,9,23,111,99.8,0.473,0.327,0.586,0.545,0.345,99.8,111,0.344,0.164,0.5,0.484,0.197
8498,Central Arkansas,2/7/2026,118.3,107.3,27,11,14,25,@,Lipscomb,W 86-78,200,31,67,0.463,22,40,0.55,9,27,0.333,15,21,0.714,86,25,55,0.455,12,22,0.545,13,33,0.394,15,22,0.682,78,14,25,39,9,25,34,11,8,2,11,17,20,7,3,15,22,118.3,107.3,0.313,0.403,0.559,0.53,0.224,107.3,118.3,0.4,0.6,0.596,0.573,0.273
8499,Central Connecticut State,2/7/2026,124.1,99,11,10,7,27,,Wagner,W 84-67,200,27,47,0.574,21,36,0.583,6,11,0.545,24,31,0.774,84,24,64,0.375,15,37,0.405,9,27,0.333,10,14,0.714,67,7,27,34,9,14,23,17,6,6,10,12,13,7,0,9,20,124.1,99,0.66,0.234,0.68,0.638,0.511,99,124.1,0.219,0.422,0.474,0.445,0.156
8500,Central Michigan,2/7/2026,124,131.8,19,9,4,13,@,Louisiana,L 80-85,200,28,49,0.571,19,30,0.633,9,19,0.474,15,21,0.714,80,30,58,0.517,21,40,0.525,9,18,0.5,16,19,0.842,85,4,13,17,13,15,28,11,7,1,9,14,16,7,1,11,15,124,131.8,0.429,0.388,0.678,0.663,0.306,131.8,124,0.328,0.31,0.634,0.595,0.276
8501,Charleston Southern,2/7/2026,118.3,125.8,37,17,17,27,@,USC Upstate,L 94-100 (OT),225,34,70,0.486,22,33,0.667,12,37,0.324,14,17,0.824,94,35,76,0.461,25,54,0.463,10,22,0.455,20,25,0.8,100,17,27,44,10,18,28,11,2,11,17,18,16,12,3,3,15,118.3,125.8,0.243,0.529,0.602,0.571,0.2,125.8,118.3,0.329,0.289,0.569,0.526,0.263
8502,Chattanooga,2/7/2026,102.2,112.3,29,12,9,19,,The Citadel,L 71-78,200,28,63,0.444,19,34,0.559,9,29,0.31,6,8,0.75,71,29,58,0.5,20,29,0.69,9,29,0.31,11,13,0.846,78,9,19,28,4,23,27,17,5,4,12,12,14,10,4,9,13,102.2,112.3,0.127,0.46,0.531,0.516,0.095,112.3,102.2,0.224,0.5,0.608,0.578,0.19
8503,Chicago State,2/7/2026,107.9,97.6,16,5,6,28,@,New Haven,W 63-57,200,23,52,0.442,18,36,0.5,5,16,0.313,12,15,0.8,63,19,46,0.413,8,18,0.444,11,28,0.393,8,12,0.667,57,6,28,34,2,21,23,9,6,1,5,12,16,2,5,9,13,107.9,97.6,0.288,0.308,0.533,0.49,0.231,97.6,107.9,0.261,0.609,0.551,0.533,0.174
8504,The Citadel,2/7/2026,112.3,102.2,29,9,4,23,@,Chattanooga,W 78-71,200,29,58,0.5,20,29,0.69,9,29,0.31,11,13,0.846,78,28,63,0.444,19,34,0.559,9,29,0.31,6,8,0.75,71,4,23,27,9,19,28,14,10,4,9,13,17,5,4,12,12,112.3,102.2,0.224,0.5,0.608,0.578,0.19,102.2,112.3,0.127,0.46,0.531,0.516,0.095
8505,Clemson,2/7/2026,122.1,87.2,26,8,4,25,@,California,W 77-55,200,27,49,0.551,15,23,0.652,12,26,0.462,11,19,0.579,77,19,48,0.396,15,35,0.429,4,13,0.308,13,15,0.867,55,4,25,29,3,21,24,16,7,5,8,15,7,5,0,12,16,122.1,87.2,0.388,0.531,0.664,0.673,0.224,87.2,122.1,0.313,0.271,0.499,0.438,0.271
8506,Cleveland State,2/7/2026,98,108.6,35,15,10,24,@,IU Indy,L 74-82,200,25,60,0.417,17,25,0.68,8,35,0.229,16,22,0.727,74,30,61,0.492,20,38,0.526,10,23,0.435,12,18,0.667,82,10,24,34,7,27,34,16,7,2,15,14,22,8,3,13,24,98,108.6,0.367,0.583,0.525,0.483,0.267,108.6,98,0.295,0.377,0.59,0.574,0.197
8507,Coastal Carolina,2/7/2026,110.9,107.4,34,10,15,35,,Massachusetts,W 94-91 (3OT),275,35,82,0.427,19,48,0.396,16,34,0.471,8,16,0.5,94,35,83,0.422,25,57,0.439,10,26,0.385,11,23,0.478,91,15,35,50,21,35,56,13,4,4,10,22,11,3,1,12,20,110.9,107.4,0.195,0.415,0.525,0.524,0.098,107.4,110.9,0.277,0.313,0.484,0.482,0.133
8508,Colgate,2/7/2026,104.8,79.3,24,9,9,28,@,Bucknell,W 78-59,200,28,63,0.444,20,39,0.513,8,24,0.333,14,21,0.667,78,18,55,0.327,15,30,0.5,3,25,0.12,20,27,0.741,59,9,28,37,5,26,31,15,10,5,9,22,11,6,3,13,17,104.8,79.3,0.333,0.381,0.534,0.508,0.222,79.3,104.8,0.491,0.455,0.435,0.355,0.364
8509,Colorado,2/7/2026,115.4,103.6,22,10,9,25,,Arizona State,W 78-70,200,31,61,0.508,25,39,0.641,6,22,0.273,10,14,0.714,78,23,57,0.404,15,34,0.441,8,23,0.348,16,18,0.889,70,9,25,34,8,16,24,15,4,4,10,18,13,6,3,9,17,115.4,103.6,0.23,0.361,0.576,0.557,0.164,103.6,115.4,0.316,0.404,0.534,0.474,0.281
8510,Colorado State,2/7/2026,97.2,85.2,27,10,11,34,,San Jose State,W 65-57,200,22,58,0.379,16,31,0.516,6,27,0.222,15,20,0.75,65,21,60,0.35,16,40,0.4,5,20,0.25,10,11,0.909,57,11,34,45,2,23,25,14,2,4,10,15,8,6,2,4,18,97.2,85.2,0.345,0.466,0.481,0.431,0.259,85.2,97.2,0.183,0.333,0.437,0.392,0.167
8511,Columbia,2/7/2026,98.9,129.9,18,15,8,13,,Cornell,L 67-88,200,25,54,0.463,17,36,0.472,8,18,0.444,9,17,0.529,67,30,56,0.536,24,37,0.649,6,19,0.316,22,24,0.917,88,8,13,21,10,22,32,16,5,4,15,19,25,11,3,9,19,98.9,129.9,0.315,0.333,0.54,0.537,0.167,129.9,98.9,0.429,0.339,0.653,0.589,0.393
8512,Coppin State,2/7/2026,95.7,69.2,14,17,9,25,,Delaware State,W 65-47,200,24,51,0.471,20,37,0.541,4,14,0.286,13,23,0.565,65,14,48,0.292,12,36,0.333,2,12,0.167,17,21,0.81,47,9,25,34,8,18,26,14,8,8,17,15,6,10,2,16,19,95.7,69.2,0.451,0.275,0.525,0.51,0.255,69.2,95.7,0.438,0.25,0.405,0.313,0.354
8513,Cornell,2/7/2026,129.9,98.9,19,9,10,22,@,Columbia,W 88-67,200,30,56,0.536,24,37,0.649,6,19,0.316,22,24,0.917,88,25,54,0.463,17,36,0.472,8,18,0.444,9,17,0.529,67,10,22,32,8,13,21,25,11,3,9,19,16,5,4,15,19,129.9,98.9,0.429,0.339,0.653,0.589,0.393,98.9,129.9,0.315,0.333,0.54,0.537,0.167
8514,Creighton,2/7/2026,102.7,101.2,30,16,8,21,,Seton Hall,W 69-68,200,23,53,0.434,10,23,0.435,13,30,0.433,10,12,0.833,69,27,54,0.5,22,45,0.489,5,9,0.556,9,14,0.643,68,8,21,29,6,21,27,14,6,5,16,12,10,9,5,13,16,102.7,101.2,0.226,0.566,0.588,0.557,0.189,101.2,102.7,0.259,0.167,0.561,0.546,0.167
8515,Dartmouth,2/7/2026,89.4,109.5,28,9,6,21,,Harvard,L 58-71,200,19,56,0.339,11,28,0.393,8,28,0.286,12,13,0.923,58,24,51,0.471,17,28,0.607,7,23,0.304,16,18,0.889,71,6,21,27,4,30,34,13,4,0,9,14,19,5,4,9,13,89.4,109.5,0.232,0.5,0.466,0.411,0.214,109.5,89.4,0.353,0.451,0.596,0.539,0.314
8516,Delaware,2/7/2026,131.9,130.4,28,11,5,19,,Middle Tennessee,W 89-88 (OT),225,28,51,0.549,14,23,0.609,14,28,0.5,19,21,0.905,89,32,65,0.492,21,32,0.656,11,33,0.333,13,19,0.684,88,5,19,24,14,15,29,13,7,1,11,17,20,7,2,8,15,131.9,130.4,0.412,0.549,0.73,0.686,0.373,130.4,131.9,0.292,0.508,0.594,0.577,0.2
8517,Delaware State,2/7/2026,69.2,95.7,12,16,8,18,@,Coppin State,L 47-65,200,14,48,0.292,12,36,0.333,2,12,0.167,17,21,0.81,47,24,51,0.471,20,37,0.541,4,14,0.286,13,23,0.565,65,8,18,26,9,25,34,6,10,2,16,19,14,8,8,17,15,69.2,95.7,0.438,0.25,0.405,0.313,0.354,95.7,69.2,0.451,0.275,0.525,0.51,0.255
8518,Denver,2/7/2026,144.9,116.8,25,8,12,27,@,North Dakota,W 98-79,200,35,60,0.583,26,35,0.743,9,25,0.36,19,23,0.826,98,26,60,0.433,23,39,0.59,3,21,0.143,24,28,0.857,79,12,27,39,8,16,24,16,1,1,8,20,6,5,2,3,22,144.9,116.8,0.383,0.417,0.691,0.658,0.317,116.8,144.9,0.467,0.35,0.539,0.458,0.4
8519,DePaul,2/7/2026,99.2,124.1,23,10,12,13,@,Providence,L 72-90,200,30,70,0.429,25,47,0.532,5,23,0.217,7,11,0.636,72,33,56,0.589,24,35,0.686,9,21,0.429,15,25,0.6,90,12,13,25,11,28,39,11,12,1,10,21,16,6,5,15,14,99.2,124.1,0.157,0.329,0.479,0.464,0.1,124.1,99.2,0.446,0.375,0.663,0.67,0.268
8520,Detroit Mercy,2/7/2026,94,113.4,21,13,9,19,@,Green Bay,L 63-76,200,20,56,0.357,11,35,0.314,9,21,0.429,14,17,0.824,63,25,61,0.41,19,43,0.442,6,18,0.333,20,23,0.87,76,9,19,28,13,22,35,11,2,7,13,16,13,10,4,7,18,94,113.4,0.304,0.375,0.492,0.438,0.25,113.4,94,0.377,0.295,0.528,0.459,0.328
8521,Drexel,2/7/2026,119.5,112.2,27,6,7,23,@,Elon,W 82-77,200,27,57,0.474,16,30,0.533,11,27,0.407,17,24,0.708,82,22,54,0.407,12,25,0.48,10,29,0.345,23,27,0.852,77,7,23,30,7,27,34,15,5,0,6,19,12,2,0,10,21,119.5,112.2,0.421,0.474,0.599,0.57,0.298,112.2,119.5,0.5,0.537,0.576,0.5,0.426
8522,Duke,2/7/2026,103.4,108,19,8,7,27,@,North Carolina,L 68-71,200,28,62,0.452,21,43,0.488,7,19,0.368,5,6,0.833,68,26,55,0.473,18,36,0.5,8,19,0.421,11,14,0.786,71,7,27,34,3,22,25,14,6,1,8,15,9,5,3,7,7,103.4,108,0.097,0.306,0.524,0.508,0.081,108,103.4,0.255,0.345,0.576,0.545,0.2
8523,Duquesne,2/7/2026,128.2,125.3,21,4,10,16,,George Washington,W 88-86,200,29,60,0.483,22,39,0.564,7,21,0.333,23,30,0.767,88,28,63,0.444,15,28,0.536,13,35,0.371,17,19,0.895,86,10,16,26,18,20,38,12,8,0,4,15,18,3,3,15,19,128.2,125.3,0.5,0.35,0.593,0.542,0.383,125.3,128.2,0.302,0.556,0.597,0.548,0.27
8524,East Carolina,2/7/2026,109.5,121.5,12,6,7,20,,Temple,L 73-81,200,25,53,0.472,22,41,0.537,3,12,0.25,20,27,0.741,73,29,67,0.433,22,42,0.524,7,25,0.28,16,20,0.8,81,7,20,27,11,22,33,8,3,6,6,20,16,3,2,3,19,109.5,121.5,0.509,0.226,0.555,0.5,0.377,121.5,109.5,0.299,0.373,0.529,0.485,0.239
8525,East Tennessee State,2/7/2026,123.2,99.1,26,17,10,27,@,VMI,W 87-70,200,32,57,0.561,21,31,0.677,11,26,0.423,12,14,0.857,87,24,57,0.421,13,25,0.52,11,32,0.344,11,16,0.688,70,10,27,37,6,15,21,26,7,3,17,17,14,10,0,12,11,123.2,99.1,0.246,0.456,0.683,0.658,0.211,99.1,123.2,0.281,0.561,0.542,0.518,0.193
8526,Eastern Illinois,2/7/2026,95.2,85.6,13,7,7,18,@,Tennessee Tech,W 60-54,200,21,54,0.389,16,41,0.39,5,13,0.385,13,16,0.813,60,17,46,0.37,14,26,0.538,3,20,0.15,17,20,0.85,54,7,18,25,11,24,35,9,10,1,7,16,8,2,0,20,17,95.2,85.6,0.296,0.241,0.487,0.435,0.241,85.6,95.2,0.435,0.435,0.486,0.402,0.37
8527,Eastern Kentucky,2/7/2026,139,122.3,29,7,11,20,,Stetson,W 100-88,200,34,63,0.54,24,34,0.706,10,29,0.345,22,26,0.846,100,29,60,0.483,16,33,0.485,13,27,0.481,17,20,0.85,88,11,20,31,8,17,25,21,7,5,7,18,14,5,4,11,17,139,122.3,0.413,0.46,0.664,0.619,0.349,122.3,139,0.333,0.45,0.633,0.592,0.283
8528,Eastern Michigan,2/7/2026,92.2,99.9,22,6,8,25,@,Appalachian State,L 60-65,200,25,63,0.397,19,41,0.463,6,22,0.273,4,6,0.667,60,23,59,0.39,19,38,0.5,4,21,0.19,15,28,0.536,65,8,25,33,11,28,39,11,4,3,6,22,13,4,4,5,10,92.2,99.9,0.095,0.349,0.456,0.444,0.063,99.9,92.2,0.475,0.356,0.45,0.424,0.254
8529,Eastern Washington,2/7/2026,111,109.5,14,11,10,26,@,Montana State,W 72-71,200,28,58,0.483,21,44,0.477,7,14,0.5,9,11,0.818,72,24,58,0.414,15,33,0.455,9,25,0.36,14,20,0.7,71,10,26,36,7,17,24,6,1,2,11,18,9,8,2,5,11,111,109.5,0.19,0.241,0.569,0.543,0.155,109.5,111,0.345,0.431,0.526,0.491,0.241
8530,Elon,2/7/2026,112.2,119.5,29,10,7,27,,Drexel,L 77-82,200,22,54,0.407,12,25,0.48,10,29,0.345,23,27,0.852,77,27,57,0.474,16,30,0.533,11,27,0.407,17,24,0.708,82,7,27,34,7,23,30,12,2,0,10,21,15,5,0,6,19,112.2,119.5,0.5,0.537,0.576,0.5,0.426,119.5,112.2,0.421,0.474,0.599,0.57,0.298
8531,Fairfield,2/7/2026,99.7,95,28,7,8,22,,Marist,W 63-60,200,23,56,0.411,16,28,0.571,7,28,0.25,10,13,0.769,63,21,55,0.382,15,36,0.417,6,19,0.316,12,13,0.923,60,8,22,30,8,25,33,12,9,5,7,13,10,2,2,12,11,99.7,95,0.232,0.5,0.507,0.473,0.179,95,99.7,0.236,0.345,0.49,0.436,0.218
8532,FDU,2/7/2026,103.3,97.7,20,8,9,23,,Mercyhurst,W 55-52,200,20,47,0.426,16,27,0.593,4,20,0.2,11,13,0.846,55,21,50,0.42,16,31,0.516,5,19,0.263,5,7,0.714,52,9,23,32,5,16,21,9,5,1,8,15,6,4,2,6,16,103.3,97.7,0.277,0.426,0.517,0.468,0.234,97.7,103.3,0.14,0.38,0.488,0.47,0.1
8533,Florida,2/7/2026,115.5,90,23,10,16,33,@,Texas A&M,W 86-67,200,31,68,0.456,25,45,0.556,6,23,0.261,18,23,0.783,86,22,72,0.306,13,38,0.342,9,34,0.265,14,19,0.737,67,16,33,49,14,21,35,16,5,7,10,19,14,7,3,9,20,115.5,90,0.338,0.338,0.545,0.5,0.265,90,115.5,0.264,0.472,0.413,0.368,0.194
8534,Florida A&M,2/7/2026,90,97.8,25,14,16,18,,Texas Southern,L 57-62,200,18,54,0.333,11,29,0.379,7,25,0.28,14,21,0.667,57,24,54,0.444,18,39,0.462,6,15,0.4,8,10,0.8,62,16,18,34,9,21,30,7,9,5,14,15,5,9,0,15,20,90,97.8,0.389,0.463,0.445,0.398,0.259,97.8,90,0.185,0.278,0.528,0.5,0.148
8535,Florida Gulf Coast,2/7/2026,94.4,117.7,29,11,8,23,@,Bellarmine,L 65-81,200,24,60,0.4,17,31,0.548,7,29,0.241,10,15,0.667,65,27,51,0.529,15,24,0.625,12,27,0.444,15,18,0.833,81,8,23,31,1,26,27,16,5,2,11,18,19,9,1,9,14,94.4,117.7,0.25,0.483,0.484,0.458,0.167,117.7,94.4,0.353,0.529,0.68,0.647,0.294
8536,Florida International,2/7/2026,98.5,112.5,17,13,9,23,@,Western Kentucky,L 70-80,200,24,56,0.429,17,39,0.436,7,17,0.412,15,19,0.789,70,28,76,0.368,15,39,0.385,13,37,0.351,11,13,0.846,80,9,23,32,16,22,38,18,6,4,13,12,18,7,2,7,15,98.5,112.5,0.339,0.304,0.538,0.491,0.268,112.5,98.5,0.171,0.487,0.487,0.454,0.145
8537,Florida State,2/7/2026,111.7,107.6,37,4,8,25,@,Notre Dame,W 82-79,200,25,65,0.385,10,28,0.357,15,37,0.405,17,22,0.773,82,27,64,0.422,17,33,0.515,10,31,0.323,15,24,0.625,79,8,25,33,11,32,43,15,5,4,4,24,13,3,5,11,19,111.7,107.6,0.338,0.569,0.543,0.5,0.262,107.6,111.7,0.375,0.484,0.524,0.5,0.234
8538,Fordham,2/7/2026,109,113.8,26,11,10,13,,St. Bonaventure,L 67-70,200,24,55,0.436,15,29,0.517,9,26,0.346,10,14,0.714,67,29,50,0.58,22,37,0.595,7,13,0.538,5,7,0.714,70,10,13,23,7,18,25,18,11,1,11,12,17,8,6,14,13,109,113.8,0.255,0.473,0.543,0.518,0.182,113.8,109,0.14,0.26,0.656,0.65,0.1
8539,Fresno State,2/7/2026,92.6,108.3,29,8,5,23,@,Nevada,L 59-69,200,19,53,0.358,10,24,0.417,9,29,0.31,12,16,0.75,59,22,57,0.386,16,33,0.485,6,24,0.25,19,25,0.76,69,5,23,28,12,28,40,9,1,0,8,19,14,7,3,7,17,92.6,108.3,0.302,0.547,0.487,0.443,0.226,108.3,92.6,0.439,0.421,0.501,0.439,0.333
8540,Gardner-Webb,2/7/2026,97.9,107.4,16,10,6,17,@,Presbyterian,L 62-68,200,26,55,0.473,20,39,0.513,6,16,0.375,4,12,0.333,62,25,52,0.481,23,41,0.561,2,11,0.182,16,23,0.696,68,6,17,23,12,26,38,10,4,1,10,20,9,6,6,11,14,97.9,107.4,0.218,0.291,0.511,0.527,0.073,107.4,97.9,0.442,0.212,0.54,0.5,0.308
8541,George Mason,2/7/2026,97.1,84.1,16,8,8,24,,Saint Joseph's,W 60-52,200,23,56,0.411,19,40,0.475,4,16,0.25,10,12,0.833,60,20,65,0.308,10,28,0.357,10,37,0.27,2,4,0.5,52,8,24,32,17,23,40,10,6,4,8,9,14,5,5,12,13,97.1,84.1,0.214,0.286,0.486,0.446,0.179,84.1,97.1,0.062,0.569,0.389,0.385,0.031
8542,George Washington,2/7/2026,125.3,128.2,35,15,18,20,@,Duquesne,L 86-88,200,28,63,0.444,15,28,0.536,13,35,0.371,17,19,0.895,86,29,60,0.483,22,39,0.564,7,21,0.333,23,30,0.767,88,18,20,38,10,16,26,18,3,3,15,19,12,8,0,4,15,125.3,128.2,0.302,0.556,0.597,0.548,0.27,128.2,125.3,0.5,0.35,0.593,0.542,0.383
8543,Georgetown,2/7/2026,102.7,112.5,25,14,13,26,,Villanova,L 73-80,200,24,60,0.4,17,35,0.486,7,25,0.28,18,23,0.783,73,28,57,0.491,18,28,0.643,10,29,0.345,14,28,0.5,80,13,26,39,9,25,34,11,5,1,14,24,18,8,0,9,17,102.7,112.5,0.383,0.417,0.515,0.458,0.3,112.5,102.7,0.491,0.509,0.569,0.579,0.246
8544,Georgia,2/7/2026,125.9,107.7,25,10,14,19,@,Louisiana State,W 83-71,200,30,59,0.508,20,34,0.588,10,25,0.4,13,24,0.542,83,23,55,0.418,18,32,0.563,5,23,0.217,20,24,0.833,71,14,19,33,14,19,33,16,8,2,10,18,12,7,2,13,14,125.9,107.7,0.407,0.424,0.589,0.593,0.22,107.7,125.9,0.436,0.418,0.535,0.464,0.364
