Rk,Team,Date,ORtg,DRtg,3PA,TOV,ORB,DRB,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,ORB,DRB,TRB,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA
8545,Georgia State,2/7/2026,103.4,104.8,20,9,10,25,,Northern Illinois,L 74-75,200,23,57,0.404,19,37,0.514,4,20,0.2,24,33,0.727,74,24,54,0.444,13,31,0.419,11,23,0.478,16,22,0.727,75,10,25,35,5,27,32,14,5,5,9,19,15,5,1,12,23,103.4,104.8,0.579,0.351,0.509,0.439,0.421,104.8,103.4,0.407,0.426,0.582,0.546,0.296
8546,Georgia Tech,2/7/2026,95.9,126.6,15,12,9,16,@,Stanford,L 72-95,200,28,65,0.431,23,50,0.46,5,15,0.333,11,17,0.647,72,33,61,0.541,21,34,0.618,12,27,0.444,17,19,0.895,95,9,16,25,8,27,35,10,8,2,12,18,10,10,10,12,16,95.9,126.6,0.262,0.231,0.493,0.469,0.169,126.6,95.9,0.311,0.443,0.678,0.639,0.279
8547,Gonzaga,2/7/2026,143.2,107.8,10,2,9,19,@,Oregon State,W 81-61,200,32,56,0.571,29,46,0.63,3,10,0.3,14,16,0.875,81,19,43,0.442,9,25,0.36,10,18,0.556,13,18,0.722,61,9,19,28,3,12,15,20,4,3,2,15,11,1,2,8,17,143.2,107.8,0.286,0.179,0.637,0.598,0.25,107.8,143.2,0.419,0.419,0.592,0.558,0.302
8548,Grambling State,2/7/2026,86.8,71.6,31,12,5,33,,Alabama State,W 57-47,200,17,48,0.354,7,17,0.412,10,31,0.323,13,18,0.722,57,18,66,0.273,12,40,0.3,6,26,0.231,5,10,0.5,47,5,33,38,14,25,39,8,5,6,12,14,8,7,4,11,18,86.8,71.6,0.375,0.646,0.504,0.458,0.271,71.6,86.8,0.152,0.394,0.332,0.318,0.076
8549,Grand Canyon,2/7/2026,106.4,109.1,24,10,9,24,@,UNLV,L 78-80,200,22,57,0.386,14,33,0.424,8,24,0.333,26,35,0.743,78,27,63,0.429,19,39,0.487,8,24,0.333,18,19,0.947,80,9,24,33,12,28,40,11,6,3,10,18,15,5,6,12,27,106.4,109.1,0.614,0.421,0.53,0.456,0.456,109.1,106.4,0.302,0.381,0.555,0.492,0.286
8550,Green Bay,2/7/2026,113.4,94,18,7,13,22,,Detroit Mercy,W 76-63,200,25,61,0.41,19,43,0.442,6,18,0.333,20,23,0.87,76,20,56,0.357,11,35,0.314,9,21,0.429,14,17,0.824,63,13,22,35,9,19,28,13,10,4,7,18,11,2,7,13,16,113.4,94,0.377,0.295,0.528,0.459,0.328,94,113.4,0.304,0.375,0.492,0.438,0.25
8551,Hampton,2/7/2026,107.7,103.6,21,10,11,23,,William & Mary,W 77-74,200,23,55,0.418,14,34,0.412,9,21,0.429,22,31,0.71,77,25,51,0.49,24,36,0.667,1,15,0.067,23,32,0.719,74,11,23,34,4,24,28,14,7,2,10,22,14,7,3,12,25,107.7,103.6,0.564,0.382,0.552,0.5,0.4,103.6,107.7,0.627,0.294,0.559,0.5,0.451
8552,Harvard,2/7/2026,109.5,89.4,23,9,4,30,@,Dartmouth,W 71-58,200,24,51,0.471,17,28,0.607,7,23,0.304,16,18,0.889,71,19,56,0.339,11,28,0.393,8,28,0.286,12,13,0.923,58,4,30,34,6,21,27,19,5,4,9,13,13,4,0,9,14,109.5,89.4,0.353,0.451,0.596,0.539,0.314,89.4,109.5,0.232,0.5,0.466,0.411,0.214
8553,High Point,2/7/2026,106.9,95.7,25,14,12,25,,Radford,W 86-77,200,25,61,0.41,20,36,0.556,5,25,0.2,31,37,0.838,86,25,60,0.417,16,27,0.593,9,33,0.273,18,28,0.643,77,12,25,37,12,24,36,14,12,3,14,24,15,8,3,19,28,106.9,95.7,0.607,0.41,0.547,0.451,0.508,95.7,106.9,0.467,0.55,0.525,0.492,0.3
8554,Hofstra,2/7/2026,115.8,79.9,20,6,10,30,,Towson,W 71-49,200,25,57,0.439,16,37,0.432,9,20,0.45,12,16,0.75,71,16,54,0.296,10,37,0.27,6,17,0.353,11,19,0.579,49,10,30,40,12,19,31,15,5,6,6,15,9,4,4,11,13,115.8,79.9,0.281,0.351,0.55,0.518,0.211,79.9,115.8,0.352,0.315,0.389,0.352,0.204
8555,Holy Cross,2/7/2026,115.4,101.8,12,5,4,26,,Lehigh,W 76-67,200,26,54,0.481,21,42,0.5,5,12,0.417,19,23,0.826,76,29,58,0.5,26,38,0.684,3,20,0.15,6,10,0.6,67,4,26,30,4,23,27,12,6,2,5,12,18,4,2,7,17,115.4,101.8,0.426,0.222,0.585,0.528,0.352,101.8,115.4,0.172,0.345,0.534,0.526,0.103
8556,Houston,2/7/2026,124.8,106.9,20,4,10,23,@,Brigham Young,W 77-66,200,29,61,0.475,22,41,0.537,7,20,0.35,12,15,0.8,77,21,53,0.396,13,31,0.419,8,22,0.364,16,28,0.571,66,10,23,33,11,21,32,15,4,3,4,22,11,3,5,6,18,124.8,106.9,0.246,0.328,0.565,0.533,0.197,106.9,124.8,0.528,0.415,0.498,0.472,0.302
8557,Houston Christian,2/7/2026,81.8,95.7,16,12,12,17,@,Southeastern Louisiana,L 47-55,200,16,49,0.327,13,33,0.394,3,16,0.188,12,16,0.75,47,23,48,0.479,18,29,0.621,5,19,0.263,4,7,0.571,55,12,17,29,9,21,30,7,9,3,12,15,16,5,2,16,12,81.8,95.7,0.327,0.327,0.415,0.357,0.245,95.7,81.8,0.146,0.396,0.536,0.531,0.083
8558,Howard,2/7/2026,110.3,74,12,16,7,28,,South Carolina State,W 85-57,200,26,51,0.51,21,39,0.538,5,12,0.417,28,36,0.778,85,20,61,0.328,13,35,0.371,7,26,0.269,10,19,0.526,57,7,28,35,9,16,25,22,11,7,16,19,8,7,8,16,24,110.3,74,0.706,0.235,0.624,0.559,0.549,74,110.3,0.311,0.426,0.407,0.385,0.164
8559,Idaho,2/7/2026,93,99.9,34,12,9,22,@,Montana,L 68-73,200,25,66,0.379,14,32,0.438,11,34,0.324,7,12,0.583,68,25,52,0.481,14,27,0.519,11,25,0.44,12,20,0.6,73,9,22,31,5,28,33,11,10,1,12,20,17,9,3,15,15,93,99.9,0.182,0.515,0.474,0.462,0.106,99.9,93,0.385,0.481,0.593,0.587,0.231
8560,Idaho State,2/7/2026,96.5,109.2,19,5,9,20,,Northern Colorado,L 61-69,200,22,59,0.373,16,40,0.4,6,19,0.316,11,16,0.688,61,28,54,0.519,22,37,0.595,6,17,0.353,7,8,0.875,69,9,20,29,6,29,35,10,7,3,5,13,9,3,6,12,14,96.5,109.2,0.271,0.322,0.458,0.424,0.186,109.2,96.5,0.148,0.315,0.597,0.574,0.13
8561,Illinois,2/7/2026,113.6,117.8,36,4,14,22,@,Michigan State,L 82-85 (OT),225,26,71,0.366,16,35,0.457,10,36,0.278,20,24,0.833,82,29,67,0.433,22,43,0.512,7,24,0.292,20,23,0.87,85,14,22,36,14,33,47,13,5,5,4,21,18,3,4,8,19,113.6,117.8,0.338,0.507,0.498,0.437,0.282,117.8,113.6,0.343,0.358,0.545,0.485,0.299
8562,Incarnate Word,2/7/2026,101.5,128.4,22,21,13,18,@,McNeese State,L 64-81,200,19,44,0.432,9,22,0.409,10,22,0.455,16,24,0.667,64,27,49,0.551,20,32,0.625,7,17,0.412,20,31,0.645,81,13,18,31,7,15,22,12,2,0,21,21,20,12,5,6,21,101.5,128.4,0.545,0.5,0.578,0.545,0.364,128.4,101.5,0.633,0.347,0.636,0.622,0.408
8563,Indiana,2/7/2026,109.2,107.8,22,8,9,24,,Wisconsin,W 78-77 (OT),225,30,63,0.476,25,41,0.61,5,22,0.227,13,15,0.867,78,27,71,0.38,15,35,0.429,12,36,0.333,11,12,0.917,77,9,24,33,10,19,29,13,1,9,8,15,16,5,3,7,19,109.2,107.8,0.238,0.349,0.556,0.516,0.206,107.8,109.2,0.169,0.507,0.502,0.465,0.155
8564,Iona,2/7/2026,119.1,130,33,4,10,17,,Mount St. Mary's,L 76-83,200,25,59,0.424,16,26,0.615,9,33,0.273,17,24,0.708,76,25,50,0.5,14,22,0.636,11,28,0.393,22,30,0.733,83,10,17,27,11,24,35,14,5,2,4,23,15,4,2,10,21,119.1,130,0.407,0.559,0.54,0.5,0.288,130,119.1,0.6,0.56,0.646,0.61,0.44
8565,Iowa State,2/7/2026,114,109.3,21,13,12,21,,Baylor,W 72-69,200,27,54,0.5,21,33,0.636,6,21,0.286,12,19,0.632,72,26,57,0.456,15,26,0.577,11,31,0.355,6,9,0.667,69,12,21,33,8,17,25,15,6,2,13,13,11,10,4,9,16,114,109.3,0.352,0.389,0.571,0.556,0.222,109.3,114,0.158,0.544,0.563,0.553,0.105
8566,Purdue Fort Wayne,2/7/2026,104.2,111.8,23,11,6,17,@,Wright State,L 68-73,200,25,53,0.472,17,30,0.567,8,23,0.348,10,13,0.769,68,26,53,0.491,19,30,0.633,7,23,0.304,14,24,0.583,73,6,17,23,11,23,34,10,10,3,11,19,16,6,2,13,12,104.2,111.8,0.245,0.434,0.575,0.547,0.189,111.8,104.2,0.453,0.434,0.567,0.557,0.264
8567,IU Indy,2/7/2026,108.6,98,23,13,7,27,,Cleveland State,W 82-74,200,30,61,0.492,20,38,0.526,10,23,0.435,12,18,0.667,82,25,60,0.417,17,25,0.68,8,35,0.229,16,22,0.727,74,7,27,34,10,24,34,22,8,3,13,24,16,7,2,15,14,108.6,98,0.295,0.377,0.59,0.574,0.197,98,108.6,0.367,0.583,0.525,0.483,0.267
8568,Jackson State,2/7/2026,123.5,103.2,35,15,18,26,@,Mississippi Valley State,W 97-81,200,28,67,0.418,16,32,0.5,12,35,0.343,29,35,0.829,97,29,64,0.453,22,45,0.489,7,19,0.368,16,24,0.667,81,18,26,44,8,19,27,14,3,3,15,24,13,10,2,9,27,123.5,103.2,0.522,0.522,0.58,0.507,0.433,103.2,123.5,0.375,0.297,0.537,0.508,0.25
8569,Jacksonville,2/7/2026,105,125.1,16,11,11,18,@,West Georgia,L 73-87,200,26,57,0.456,22,41,0.537,4,16,0.25,17,25,0.68,73,30,61,0.492,26,49,0.531,4,12,0.333,23,32,0.719,87,11,18,29,13,22,35,10,5,2,11,29,11,5,3,7,18,105,125.1,0.439,0.281,0.53,0.491,0.298,125.1,105,0.525,0.197,0.571,0.525,0.377
8570,Jacksonville State,2/7/2026,110.5,83.2,26,10,6,28,,Kennesaw State,W 77-58,200,25,54,0.463,15,28,0.536,10,26,0.385,17,24,0.708,77,19,60,0.317,12,26,0.462,7,34,0.206,13,19,0.684,58,6,28,34,10,16,26,12,8,5,10,14,8,2,3,11,16,110.5,83.2,0.444,0.481,0.589,0.556,0.315,83.2,110.5,0.317,0.567,0.42,0.375,0.217
8571,James Madison,2/7/2026,106.4,103.5,27,12,9,26,,Toledo,W 73-71,200,25,57,0.439,17,30,0.567,8,27,0.296,15,17,0.882,73,28,57,0.491,23,40,0.575,5,17,0.294,10,15,0.667,71,9,26,35,3,17,20,14,5,6,12,17,14,8,2,8,15,106.4,103.5,0.298,0.474,0.561,0.509,0.263,103.5,106.4,0.263,0.298,0.554,0.535,0.175
8572,Kansas,2/7/2026,105.8,87.9,18,10,6,29,,Utah,W 71-59,200,28,56,0.5,25,38,0.658,3,18,0.167,12,16,0.75,71,22,55,0.4,17,37,0.459,5,18,0.278,10,16,0.625,59,6,29,35,6,24,30,18,4,10,10,15,10,8,5,10,15,105.8,87.9,0.286,0.321,0.558,0.527,0.214,87.9,105.8,0.291,0.327,0.471,0.445,0.182
8573,Kansas State,2/7/2026,110.1,112.8,26,12,7,12,@,TCU,L 82-84,200,33,63,0.524,22,37,0.595,11,26,0.423,5,8,0.625,82,27,59,0.458,19,33,0.576,8,26,0.308,22,36,0.611,84,7,12,19,12,23,35,24,8,5,12,23,18,7,0,13,10,110.1,112.8,0.127,0.413,0.614,0.611,0.079,112.8,110.1,0.61,0.441,0.552,0.525,0.373
8574,Kennesaw State,2/7/2026,83.2,110.5,34,11,10,16,@,Jacksonville State,L 58-77,200,19,60,0.317,12,26,0.462,7,34,0.206,13,19,0.684,58,25,54,0.463,15,28,0.536,10,26,0.385,17,24,0.708,77,10,16,26,6,28,34,8,2,3,11,16,12,8,5,10,14,83.2,110.5,0.317,0.567,0.42,0.375,0.217,110.5,83.2,0.444,0.481,0.589,0.556,0.315
8575,Kent State,2/7/2026,97.8,99.3,28,9,10,22,@,Southern Mississippi,L 65-66,200,25,60,0.417,18,32,0.563,7,28,0.25,8,18,0.444,65,21,57,0.368,16,39,0.41,5,18,0.278,19,24,0.792,66,10,22,32,13,26,39,9,5,4,9,16,6,5,5,10,13,97.8,99.3,0.3,0.467,0.474,0.475,0.133,99.3,97.8,0.421,0.316,0.482,0.412,0.333
8576,Kentucky,2/7/2026,110.2,105.7,19,9,7,20,,Tennessee,W 74-71,200,28,56,0.5,23,37,0.622,5,19,0.263,13,22,0.591,74,23,62,0.371,15,41,0.366,8,21,0.381,17,25,0.68,71,7,20,27,19,26,45,16,8,4,9,21,17,8,3,11,20,110.2,105.7,0.393,0.339,0.557,0.545,0.232,105.7,110.2,0.403,0.339,0.481,0.435,0.274
8577,La Salle,2/7/2026,80.8,114.3,17,13,12,23,@,Saint Louis,L 58-82,200,21,64,0.328,18,47,0.383,3,17,0.176,13,18,0.722,58,27,53,0.509,14,23,0.609,13,30,0.433,15,21,0.714,82,12,23,35,4,28,32,13,8,1,13,19,19,6,5,11,14,80.8,114.3,0.281,0.266,0.4,0.352,0.203,114.3,80.8,0.396,0.566,0.651,0.632,0.283
8578,Lafayette,2/7/2026,94.3,89.8,20,11,12,24,@,Army,W 63-60,200,21,56,0.375,16,36,0.444,5,20,0.25,16,26,0.615,63,23,64,0.359,16,33,0.485,7,31,0.226,7,9,0.778,60,12,24,36,14,22,36,12,8,3,11,14,11,6,4,12,23,94.3,89.8,0.464,0.357,0.461,0.42,0.286,89.8,94.3,0.141,0.484,0.439,0.414,0.109
8579,Lamar,2/7/2026,108.7,123.4,16,10,9,21,@,Stephen F. Austin,L 74-84,200,29,62,0.468,23,46,0.5,6,16,0.375,10,12,0.833,74,29,54,0.537,21,38,0.553,8,16,0.5,18,22,0.818,84,9,21,30,5,22,27,14,4,1,10,15,17,8,6,8,13,108.7,123.4,0.194,0.258,0.547,0.516,0.161,123.4,108.7,0.407,0.296,0.652,0.611,0.333
8580,Le Moyne,2/7/2026,113.5,110.9,17,19,5,27,,Saint Francis (PA),W 86-84,200,29,46,0.63,22,29,0.759,7,17,0.412,21,31,0.677,86,27,64,0.422,14,40,0.35,13,24,0.542,17,27,0.63,84,5,27,32,12,17,29,15,7,2,19,22,13,11,0,12,24,113.5,110.9,0.674,0.37,0.708,0.707,0.457,110.9,113.5,0.422,0.375,0.547,0.523,0.266
8581,Lehigh,2/7/2026,101.8,115.4,20,7,4,23,@,Holy Cross,L 67-76,200,29,58,0.5,26,38,0.684,3,20,0.15,6,10,0.6,67,26,54,0.481,21,42,0.5,5,12,0.417,19,23,0.826,76,4,23,27,4,26,30,18,4,2,7,17,12,6,2,5,12,101.8,115.4,0.172,0.345,0.534,0.526,0.103,115.4,101.8,0.426,0.222,0.585,0.528,0.352
8582,Liberty,2/7/2026,114,109.6,20,11,3,22,,Missouri State,W 79-76,200,27,49,0.551,20,29,0.69,7,20,0.35,18,28,0.643,79,27,56,0.482,19,39,0.487,8,17,0.471,14,26,0.538,76,3,22,25,10,21,31,22,6,5,11,17,14,5,3,10,19,114,109.6,0.571,0.408,0.634,0.622,0.367,109.6,114,0.464,0.304,0.556,0.554,0.25
8583,Lipscomb,2/7/2026,107.3,118.3,33,15,9,25,,Central Arkansas,L 78-86,200,25,55,0.455,12,22,0.545,13,33,0.394,15,22,0.682,78,31,67,0.463,22,40,0.55,9,27,0.333,15,21,0.714,86,9,25,34,14,25,39,20,7,3,15,22,11,8,2,11,17,107.3,118.3,0.4,0.6,0.596,0.573,0.273,118.3,107.3,0.313,0.403,0.559,0.53,0.224
8584,LIU,2/7/2026,100.5,89,9,12,12,19,,Stonehill,W 61-54,200,25,56,0.446,22,47,0.468,3,9,0.333,8,11,0.727,61,19,55,0.345,15,34,0.441,4,21,0.19,12,13,0.923,54,12,19,31,11,20,31,8,5,8,12,13,6,9,6,10,12,100.5,89,0.196,0.161,0.498,0.473,0.143,89,100.5,0.236,0.382,0.441,0.382,0.218
8585,Longwood,2/7/2026,93.9,100.2,25,11,8,28,@,Winthrop,L 74-79,200,23,59,0.39,17,34,0.5,6,25,0.24,22,35,0.629,74,19,50,0.38,13,22,0.591,6,28,0.214,35,40,0.875,79,8,28,36,4,26,30,8,8,0,11,32,13,8,2,14,27,93.9,100.2,0.593,0.424,0.489,0.441,0.373,100.2,93.9,0.8,0.56,0.572,0.44,0.7
8586,Louisiana,2/7/2026,131.8,124,18,11,13,15,,Central Michigan,W 85-80,200,30,58,0.517,21,40,0.525,9,18,0.5,16,19,0.842,85,28,49,0.571,19,30,0.633,9,19,0.474,15,21,0.714,80,13,15,28,4,13,17,16,7,1,11,15,11,7,1,9,14,131.8,124,0.328,0.31,0.634,0.595,0.276,124,131.8,0.429,0.388,0.678,0.663,0.306
8587,Louisiana–Monroe,2/7/2026,96.7,103.8,18,12,8,24,,Ball State,L 68-73,200,18,48,0.375,16,30,0.533,2,18,0.111,30,36,0.833,68,27,62,0.435,22,46,0.478,5,16,0.313,14,18,0.778,73,8,24,32,13,23,36,7,10,6,12,16,10,9,1,14,20,96.7,103.8,0.75,0.375,0.522,0.396,0.625,103.8,96.7,0.29,0.258,0.517,0.476,0.226
8588,Louisiana State,2/7/2026,107.7,125.9,23,13,14,19,,Georgia,L 71-83,200,23,55,0.418,18,32,0.563,5,23,0.217,20,24,0.833,71,30,59,0.508,20,34,0.588,10,25,0.4,13,24,0.542,83,14,19,33,14,19,33,12,7,2,13,14,16,8,2,10,18,107.7,125.9,0.436,0.418,0.535,0.464,0.364,125.9,107.7,0.407,0.424,0.589,0.593,0.22
8589,Louisiana Tech,2/7/2026,112.5,100.9,17,12,16,27,,Sam Houston State,W 87-78,200,30,65,0.462,29,48,0.604,1,17,0.059,26,35,0.743,87,25,57,0.439,12,30,0.4,13,27,0.481,15,21,0.714,78,16,27,43,5,19,24,17,10,5,12,15,14,9,4,15,22,112.5,100.9,0.538,0.262,0.533,0.469,0.4,100.9,112.5,0.368,0.474,0.582,0.553,0.263
8590,Louisville,2/7/2026,123.4,112.2,25,11,6,26,@,Wake Forest,W 88-80,200,27,51,0.529,17,26,0.654,10,25,0.4,24,31,0.774,88,27,63,0.429,19,38,0.5,8,25,0.32,18,25,0.72,80,6,26,32,9,19,28,19,3,4,11,20,17,8,2,6,24,123.4,112.2,0.608,0.49,0.669,0.627,0.471,112.2,123.4,0.397,0.397,0.534,0.492,0.286
8591,Loyola Marymount,2/7/2026,129.5,98.3,22,7,8,25,,San Diego,W 83-63,200,31,56,0.554,26,34,0.765,5,22,0.227,16,21,0.762,83,25,58,0.431,20,37,0.541,5,21,0.238,8,11,0.727,63,8,25,33,7,17,24,9,2,2,7,16,11,4,0,7,22,129.5,98.3,0.375,0.393,0.629,0.598,0.286,98.3,129.5,0.19,0.362,0.498,0.474,0.138
8592,Loyola (MD),2/7/2026,99.1,112,35,8,4,17,@,Boston University,L 69-78,200,27,61,0.443,19,26,0.731,8,35,0.229,7,12,0.583,69,26,53,0.491,14,23,0.609,12,30,0.4,14,18,0.778,78,4,17,21,11,29,40,8,11,3,8,17,17,4,1,18,8,99.1,112,0.197,0.574,0.517,0.508,0.115,112,99.1,0.34,0.566,0.634,0.604,0.264
8593,Maine,2/7/2026,96.7,105.3,22,11,2,19,@,Bryant,L 67-73,200,21,46,0.457,14,24,0.583,7,22,0.318,18,30,0.6,67,23,50,0.46,17,33,0.515,6,17,0.353,21,26,0.808,73,2,19,21,8,27,35,14,9,1,11,21,14,4,1,15,20,96.7,105.3,0.652,0.478,0.556,0.533,0.391,105.3,96.7,0.52,0.34,0.585,0.52,0.42
8594,Manhattan,2/7/2026,113.4,96.4,24,6,6,28,,Sacred Heart,W 80-68,200,27,61,0.443,19,37,0.514,8,24,0.333,18,20,0.9,80,24,61,0.393,16,31,0.516,8,30,0.267,12,14,0.857,68,6,28,34,8,28,36,13,7,1,6,13,10,1,2,11,17,113.4,96.4,0.328,0.393,0.567,0.508,0.295,96.4,113.4,0.23,0.492,0.503,0.459,0.197
8595,Marist,2/7/2026,95,99.7,19,12,8,25,@,Fairfield,L 60-63,200,21,55,0.382,15,36,0.417,6,19,0.316,12,13,0.923,60,23,56,0.411,16,28,0.571,7,28,0.25,10,13,0.769,63,8,25,33,8,22,30,10,2,2,12,11,12,9,5,7,13,95,99.7,0.236,0.345,0.49,0.436,0.218,99.7,95,0.232,0.5,0.507,0.473,0.179
8596,Marquette,2/7/2026,103,81,31,12,3,25,,Butler,W 70-55,200,25,54,0.463,11,23,0.478,14,31,0.452,6,10,0.6,70,20,61,0.328,14,40,0.35,6,21,0.286,9,15,0.6,55,3,25,28,15,26,41,16,12,2,12,19,11,9,2,15,14,103,81,0.185,0.574,0.596,0.593,0.111,81,103,0.246,0.344,0.404,0.377,0.148
8597,Marshall,2/7/2026,102,124.1,29,11,16,16,,Miami (OH),L 74-90,200,28,70,0.4,20,41,0.488,8,29,0.276,10,17,0.588,74,33,59,0.559,25,41,0.61,8,18,0.444,16,21,0.762,90,16,16,32,10,25,35,13,9,1,11,18,15,7,2,13,15,102,124.1,0.243,0.414,0.474,0.457,0.143,124.1,102,0.356,0.305,0.652,0.627,0.271
8598,Maryland Eastern Shore,2/7/2026,102.3,113.8,17,9,11,23,@,Morgan State,L 71-79,200,25,63,0.397,22,46,0.478,3,17,0.176,18,21,0.857,71,27,59,0.458,22,42,0.524,5,17,0.294,20,25,0.8,79,11,23,34,9,23,32,11,5,3,9,17,16,4,4,6,17,102.3,113.8,0.333,0.27,0.486,0.421,0.286,113.8,102.3,0.424,0.288,0.557,0.5,0.339
8599,Massachusetts,2/7/2026,107.4,110.9,26,12,21,35,@,Coastal Carolina,L 91-94 (3OT),275,35,83,0.422,25,57,0.439,10,26,0.385,11,23,0.478,91,35,82,0.427,19,48,0.396,16,34,0.471,8,16,0.5,94,21,35,56,15,35,50,11,3,1,12,20,13,4,4,10,22,107.4,110.9,0.277,0.313,0.484,0.482,0.133,110.9,107.4,0.195,0.415,0.525,0.524,0.098
8600,UMass Lowell,2/7/2026,126.2,112,13,12,10,23,@,Albany (NY),W 89-79,200,30,54,0.556,23,41,0.561,7,13,0.538,22,31,0.71,89,29,58,0.5,24,42,0.571,5,16,0.313,16,26,0.615,79,10,23,33,7,16,23,13,4,1,12,17,11,10,6,7,21,126.2,112,0.574,0.241,0.648,0.62,0.407,112,126.2,0.448,0.276,0.561,0.543,0.276
8601,McNeese State,2/7/2026,128.4,101.5,17,6,7,15,,Incarnate Word,W 81-64,200,27,49,0.551,20,32,0.625,7,17,0.412,20,31,0.645,81,19,44,0.432,9,22,0.409,10,22,0.455,16,24,0.667,64,7,15,22,13,18,31,20,12,5,6,21,12,2,0,21,21,128.4,101.5,0.633,0.347,0.636,0.622,0.408,101.5,128.4,0.545,0.5,0.578,0.545,0.364
8602,Mercer,2/7/2026,74.5,104.9,17,8,8,24,@,Samford,L 49-69,200,16,59,0.271,12,42,0.286,4,17,0.235,13,17,0.765,49,24,50,0.48,18,31,0.581,6,19,0.316,15,20,0.75,69,8,24,32,4,32,36,7,4,1,8,16,7,5,4,9,16,74.5,104.9,0.288,0.288,0.365,0.305,0.22,104.9,74.5,0.4,0.38,0.58,0.54,0.3
8603,Mercyhurst,2/7/2026,97.7,103.3,19,6,5,16,@,FDU,L 52-55,200,21,50,0.42,16,31,0.516,5,19,0.263,5,7,0.714,52,20,47,0.426,16,27,0.593,4,20,0.2,11,13,0.846,55,5,16,21,9,23,32,6,4,2,6,16,9,5,1,8,15,97.7,103.3,0.14,0.38,0.488,0.47,0.1,103.3,97.7,0.277,0.426,0.517,0.468,0.234
8604,Merrimack,2/7/2026,127.1,81.8,13,10,8,23,@,Rider,W 73-47,200,26,46,0.565,21,33,0.636,5,13,0.385,16,21,0.762,73,16,52,0.308,13,38,0.342,3,14,0.214,12,23,0.522,47,8,23,31,12,10,22,15,3,2,10,16,11,7,5,6,16,127.1,81.8,0.457,0.283,0.652,0.62,0.348,81.8,127.1,0.442,0.269,0.373,0.337,0.231
8605,Miami (FL),2/7/2026,106,97.4,15,13,9,32,@,Boston College,W 74-68,200,28,54,0.519,23,39,0.59,5,15,0.333,13,25,0.52,74,26,65,0.4,17,37,0.459,9,28,0.321,7,10,0.7,68,9,32,41,7,23,30,13,6,3,13,11,11,7,3,7,17,106,97.4,0.463,0.278,0.562,0.565,0.241,97.4,106,0.154,0.431,0.487,0.469,0.108
8606,Miami (OH),2/7/2026,124.1,102,18,13,10,25,@,Marshall,W 90-74,200,33,59,0.559,25,41,0.61,8,18,0.444,16,21,0.762,90,28,70,0.4,20,41,0.488,8,29,0.276,10,17,0.588,74,10,25,35,16,16,32,15,7,2,13,15,13,9,1,11,18,124.1,102,0.356,0.305,0.652,0.627,0.271,102,124.1,0.243,0.414,0.474,0.457,0.143
8607,Michigan State,2/7/2026,117.8,113.6,24,8,14,33,,Illinois,W 85-82 (OT),225,29,67,0.433,22,43,0.512,7,24,0.292,20,23,0.87,85,26,71,0.366,16,35,0.457,10,36,0.278,20,24,0.833,82,14,33,47,14,22,36,18,3,4,8,19,13,5,5,4,21,117.8,113.6,0.343,0.358,0.545,0.485,0.299,113.6,117.8,0.338,0.507,0.498,0.437,0.282
8608,Middle Tennessee,2/7/2026,130.4,131.9,33,8,14,15,@,Delaware,L 88-89 (OT),225,32,65,0.492,21,32,0.656,11,33,0.333,13,19,0.684,88,28,51,0.549,14,23,0.609,14,28,0.5,19,21,0.905,89,14,15,29,5,19,24,20,7,2,8,15,13,7,1,11,17,130.4,131.9,0.292,0.508,0.594,0.577,0.2,131.9,130.4,0.412,0.549,0.73,0.686,0.373
8609,Milwaukee,2/7/2026,96.8,104.6,19,11,5,19,@,Northern Kentucky,L 62-67,200,24,53,0.453,17,34,0.5,7,19,0.368,7,11,0.636,62,20,49,0.408,10,21,0.476,10,28,0.357,17,23,0.739,67,5,19,24,7,22,29,12,7,0,11,18,12,7,2,11,15,96.8,104.6,0.208,0.358,0.532,0.519,0.132,104.6,96.8,0.469,0.571,0.559,0.51,0.347
8610,Ole Miss,2/7/2026,104.6,121.5,24,7,7,18,@,Texas,L 68-79,200,24,58,0.414,17,34,0.5,7,24,0.292,13,17,0.765,68,27,51,0.529,22,35,0.629,5,16,0.313,20,23,0.87,79,7,18,25,7,25,32,11,9,4,7,20,12,5,1,9,16,104.6,121.5,0.293,0.414,0.515,0.474,0.224,121.5,104.6,0.451,0.314,0.638,0.578,0.392
8611,Mississippi State,2/7/2026,94.2,121.9,15,10,7,23,,Arkansas,L 68-88,200,28,61,0.459,25,46,0.543,3,15,0.2,9,14,0.643,68,36,69,0.522,28,47,0.596,8,22,0.364,8,12,0.667,88,7,23,30,8,26,34,15,3,7,10,10,22,5,9,7,13,94.2,121.9,0.23,0.246,0.503,0.484,0.148,121.9,94.2,0.174,0.319,0.589,0.58,0.116
